,ID,cell,AbsoluteC,mean_shift_clusters
208,ETOHt,Astrocyte,0.0273559673479618,0
209,ETOHtInt,Astrocyte,0.0013998322203259,0
210,FALDtm,Astrocyte,0.0568207825760223,0
211,FCLTm,Astrocyte,0.6337106550237775,1
212,FE2t,Astrocyte,0.0230806399603601,0
213,FE2tInt,Astrocyte,0.003585438422316,0
214,FE2tm,Astrocyte,0.8041145423554006,1
215,FORt2m,Astrocyte,0.0569656253302359,0
216,FPGS2m,Astrocyte,0.7221084352170735,1
217,FPGS3m,Astrocyte,0.7255953197365816,1
218,FPGS4m,Astrocyte,0.7597583218847507,1
219,FPGS5m,Astrocyte,0.7573430388919928,1
220,FPGS6m,Astrocyte,0.7586441558153443,1
221,FPGS7m,Astrocyte,0.764572898332435,1
222,FPGS8m,Astrocyte,0.7584163587367861,1
223,FPGS9m,Astrocyte,0.7586441883848177,1
224,FPGSm,Astrocyte,0.7496557936304062,1
225,FTHFLm,Astrocyte,0.0666027431724226,0
226,FUMSO3tm,Astrocyte,0.0012164518442869,0
227,FUMSO4tm,Astrocyte,0.0029222580824379,0
228,FUMTSULtm,Astrocyte,0.001229376720318,0
229,FUMm,Astrocyte,0.1577117663537791,0
230,FUMtm,Astrocyte,0.0096516176209562,0
231,G5SDym,Astrocyte,0.6923736862401298,1
232,G6PDH2r,Astrocyte,0.0227264821094799,0
233,GCALDDm,Astrocyte,0.8375039845136397,1
234,GCC2am,Astrocyte,0.6764124368010225,1
235,GCC2bim,Astrocyte,0.0026094310560013,0
236,GCC2cm,Astrocyte,0.6632432763670344,1
237,GCCam,Astrocyte,0.6764124368010239,1
238,GCCbim,Astrocyte,0.0026094310560089,0
239,GCCcm,Astrocyte,0.6632432763670338,1
240,GGNG,Astrocyte,0.0227092700510071,0
241,GHMT2rm,Astrocyte,0.1577506911277253,0
242,GHMT3m,Astrocyte,0.6360111056451426,1
243,GLACOm,Astrocyte,0.837503984513639,1
244,GLBRAN,Astrocyte,0.006000946982509,0
245,GLCt1r,Astrocyte,0.0039051516244445,0
246,GLCt2r,Astrocyte,0.1299910170698552,0
247,GLCt2rInt,Astrocyte,0.0652356274415333,0
248,GLDBRAN,Astrocyte,0.0134650339907211,0
249,GLGNS1,Astrocyte,0.0251150586918269,0
250,GLNS,Astrocyte,0.0595606801249686,0
251,GLNtN1,Astrocyte,0.0810268374047017,0
252,GLNtN1Int,Astrocyte,0.1785916534250683,0
253,GLNtm,Astrocyte,0.0019785282809339,0
254,GLPASE1,Astrocyte,0.0057969641060197,0
255,GLPASE2,Astrocyte,0.0133725946939064,0
256,GLU5Km,Astrocyte,0.0345281748427616,0
257,GLUDxm,Astrocyte,0.862430338200327,1
258,GLUDym,Astrocyte,0.8212823012958148,1
259,GLUNm,Astrocyte,0.2137143201740914,0
260,GLUTCOADHm,Astrocyte,0.6743205503714073,1
261,GLUVESSEC,Astrocyte,0.0180414731900069,0
262,GLUt2m,Astrocyte,0.8169936874924876,1
263,GLUt6,Astrocyte,0.0288766257743141,0
264,GLUt6Int,Astrocyte,0.1220422277021761,0
265,GLYATm,Astrocyte,0.0012068665570841,0
266,GLYCLTDym,Astrocyte,0.6371296673750886,1
267,GLYCt,Astrocyte,0.0635872433430323,0
268,GLYCtInt,Astrocyte,0.0263236974115275,0
269,GLYCtm,Astrocyte,0.1462870784692699,0
270,GLYKm,Astrocyte,0.7263862433290106,1
271,GLYOXm,Astrocyte,0.7944652761569477,1
272,GLYt2r,Astrocyte,0.0192977990279848,0
273,GLYt2rInt,Astrocyte,0.0483578775668427,0
274,GLYtm,Astrocyte,0.0022606934819257,0
275,GND,Astrocyte,0.0085005635785338,0
276,GTHOm,Astrocyte,0.6449883555777892,1
277,GTHPm,Astrocyte,0.160141873686278,0
278,H2CO3Dm,Astrocyte,0.212086089590047,0
279,H2O2t,Astrocyte,0.0318346017588819,0
280,H2O2tInt,Astrocyte,0.0012110629943311,0
281,H2O2tm,Astrocyte,0.0036072070277142,0
282,H2Ot,Astrocyte,0.0077272182993967,0
283,H2OtInt,Astrocyte,0.0027250545515244,0
284,H2Otm,Astrocyte,0.167547881364511,0
285,HACD1m,Astrocyte,0.6693290720980186,1
286,HACD9m,Astrocyte,0.6683013257991746,1
287,HBZOPT10m,Astrocyte,0.0635294942951352,0
288,HCO3Em,Astrocyte,0.8363074878426433,1
289,HIBDm,Astrocyte,0.6687406761136513,1
290,HMBS,Astrocyte,0.009118624760891,0
291,HMGCOASim,Astrocyte,0.8874657477923913,1
292,HMGLm,Astrocyte,0.0023331626070579,0
293,HPROxm,Astrocyte,0.6684561149332096,1
294,Ht,Astrocyte,0.0190470782835434,0
295,HtInt,Astrocyte,0.0459033364812946,0
296,Htm,Astrocyte,0.7986338851296917,1
297,ICDHxm,Astrocyte,0.0865780331754255,0
298,ICDHyrm,Astrocyte,0.0515197769946493,0
299,ILETA,Astrocyte,0.0390882527843093,0
300,ILETAm,Astrocyte,0.0082482357967437,0
301,ILEt5m,Astrocyte,0.0009438412107375618,0
302,ILEtec,Astrocyte,0.0330773619533322,0
303,ILEtecInt,Astrocyte,0.0018520631876528,0
304,IMACTDm,Astrocyte,0.8375039845136429,1
305,ITCOAL1m,Astrocyte,0.0330313261454588,0
306,ITCOALm,Astrocyte,0.0564938428713191,0
307,Kt1r,Astrocyte,0.0010230665204352,0
308,Kt1rInt,Astrocyte,0.0014538187508011,0
309,LLACt2r,Astrocyte,0.025295873160042,0
310,LLACt2rInt,Astrocyte,0.0510375499112884,0
311,LLACtm,Astrocyte,0.7890092123243915,1
312,LCADiDm,Astrocyte,0.8448238729773327,1
313,LCADim,Astrocyte,0.821911538476025,1
314,LCYSTATm,Astrocyte,0.0082323248114603,0
315,LDHL,Astrocyte,0.0199551565410523,0
316,LDHLm,Astrocyte,0.6595770544965617,1
317,LEUTA,Astrocyte,0.0390787288623259,0
318,LEUTAm,Astrocyte,0.0082482793235429,0
319,LEUt5m,Astrocyte,0.0009438415296541124,0
320,LEUtec,Astrocyte,0.033077356042029,0
321,LEUtecInt,Astrocyte,0.001856546026718,0
322,LSOProd,Astrocyte,0.0160855843442006,0
323,LYStiDF,Astrocyte,0.003567506313226,0
324,LYStiDFInt,Astrocyte,0.0012500607572304,0
325,LYStm,Astrocyte,0.8127425783509623,1
326,LacLtm,Astrocyte,0.0021850386264683,0
327,MALSO3tm,Astrocyte,0.0012629781400922,0
328,MALSO4tm,Astrocyte,0.0042606790525411,0
329,MALTSULtm,Astrocyte,0.0012410524790759,0
330,MALtm,Astrocyte,0.0129839730331257,0
331,MCCCrm,Astrocyte,0.7324619678570788,1
332,MDH,Astrocyte,0.0244657973538027,0
333,MDHm,Astrocyte,0.6779262115420567,1
334,MECOALm,Astrocyte,0.0564938428713209,0
335,MECOAS1m,Astrocyte,0.033031326145459,0
336,MGCHrm,Astrocyte,0.1530247520803641,0
337,MMCDm,Astrocyte,0.6931253234632369,1
338,MMEm,Astrocyte,0.0033046217689765,0
339,MMMm,Astrocyte,0.0006881400770060692,0
340,MMSAD1m,Astrocyte,0.0955557401223646,0
341,MMSAD3m,Astrocyte,0.1056756072722513,0
342,MTDNAdpolym,Astrocyte,0.7825489914695706,1
343,MTDNAploym,Astrocyte,0.0026732920500113,0
344,MTHFCm,Astrocyte,0.7980738722007132,1
345,MTHFDm,Astrocyte,0.0138060968834187,0
346,NABTNOm,Astrocyte,0.8375039845136402,1
347,NDPK1,Astrocyte,0.001808708839804,0
348,NDPK10m,Astrocyte,0.0094284501432254,0
349,NDPK1m,Astrocyte,0.0115998561239417,0
350,NDPK2m,Astrocyte,0.0094284501432515,0
351,NDPK3m,Astrocyte,0.0121729514603611,0
352,NDPK4m,Astrocyte,0.0087639479874826,0
353,NDPK5m,Astrocyte,0.0087639479874678,0
