ID,cell,AbsoluteC
TALANeuron,Neuron,2.904000974070586e-4
TCYNTtNeuron,Neuron,0.00725762538330338
TCYNTtmNeuron,Neuron,0.03938626347958439
THD1mNeuron,Neuron,0.5960984553275266
THFtmNeuron,Neuron,0.024888294397670194
TKT1Neuron,Neuron,0.0012393954944958123
TKT2Neuron,Neuron,6.720301599893032e-4
TMDK1mNeuron,Neuron,0.4633879365012144
TRDRmNeuron,Neuron,0.44077855781046504
TYRTAmNeuron,Neuron,0.022967786849419785
UPP3SNeuron,Neuron,0.0019715428214175275
UPPDC1Neuron,Neuron,0.0450868760417589
UREAtNeuron,Neuron,0.0072822333957630395
UREAtmNeuron,Neuron,0.039430181582561626
VALTANeuron,Neuron,0.009521635709291171
VALTAmNeuron,Neuron,0.008458781122595783
VALt5mNeuron,Neuron,0.0013138447813015174
VALtecNeuron,Neuron,6.971477357103209e-4
VITD2HmNeuron,Neuron,0.5161688583254189
VITD2tmNeuron,Neuron,0.056793540766065256
VITD3HmNeuron,Neuron,0.5152858582502423
VITD3tm3Neuron,Neuron,0.008741145572652882
VITD3tmNeuron,Neuron,0.008741145573373453
